turbidity,source,taste,odour,colour,result
Medium,Lake,Sweety,Rotten Egg,Black,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms sulfur bacteria or hydrogen sulfide  . And  manganese in drinking water and  presence of  organic matter
Medium,Lake,Sweety,Rotten Egg,Brown,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms. iron  content  sulfur bacteria or hydrogen sulfide  .
Medium,Lake,Sweety,Rotten Egg,Orange,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms  sulfur bacteria or hydrogen sulfide  .And natural dissolved organic matter (e.g. tannins)
Medium,Lake,Sweety,Rotten Egg,Cloudy-White,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms sulfur bacteria or hydrogen sulfide  . And   may be    presence of     Foaming     Agents  and air bubbles
Medium,Lake,Sweety,Rotten Egg,Yellow,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms sulfur bacteria or hydrogen sulfide  . And natural dissolved organic acids such as tannins and lignins
Medium,Lake,Sweety,Sulphur,Red-Brown,As per given details the water is in the stage of decomposition of algae  and presence of sulfur bacteria or hydrogen sulfide  .
Medium,Lake,Sweety,Sulphur,Black-Dark Brownn,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms.  sulfur bacteria or hydrogen sulfide  .And manganese in drinking water and  presence of  organic matter
Medium,Lake,Sweety,Sulphur,Yellow-Brown,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms.  sulfur bacteria or hydrogen sulfide  .And Naturally occurring organic compounds tannins (derived from the decomposition of plant and animal matterHumic substance) and  large amount sediment deposition
Medium,Lake,Sweety,Sulphur,Blue-Green,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms  sulfur bacteria or hydrogen sulfide  . And  contact of  water  with copper
Medium,Lake,Sweety,Sulphur,White,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms.   sulfur bacteria or hydrogen sulfide  . And may be    presence of     Foaming     Agents  and air bubbles
Medium,Lake,Sweety,Sulphur,Black,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms sulfur bacteria or hydrogen sulfide  . And  manganese in drinking water and  presence of  organic matter
Medium,Lake,Sweety,Sulphur,Brown,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms. iron  content  sulfur bacteria or hydrogen sulfide  .
Medium,Lake,Sweety,Sulphur,Orange,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms  sulfur bacteria or hydrogen sulfide  .And natural dissolved organic matter (e.g. tannins)
Medium,Lake,Sweety,Sulphur,Cloudy-White,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms sulfur bacteria or hydrogen sulfide  . And   may be    presence of     Foaming     Agents  and air bubbles
Medium,Lake,Sweety,Sulphur,Yellow,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms sulfur bacteria or hydrogen sulfide  . And natural dissolved organic acids such as tannins and lignins
Medium,Lake,Sweety,Fishy,Red-Brown,As per given details the water is in the stage of decomposition of algae    Chloramine  ( combination of chlorine and ammonia) .
Medium,Lake,Sweety,Fishy,Black-Dark Brownn,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms.    Chloramine  ( combination of chlorine and ammonia) .And manganese in drinking water and  presence of  organic matter
Medium,Lake,Sweety,Fishy,Yellow-Brown,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms.    Chloramine  ( combination of chlorine and ammonia) .And Naturally occurring organic compounds tannins (derived from the decomposition of plant and animal matterHumic substance) and  large amount sediment deposition
Medium,Lake,Sweety,Fishy,Blue-Green,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms    Chloramine  ( combination of chlorine and ammonia) . And  contact of  water  with copper
Medium,Lake,Sweety,Fishy,White,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms   Chloramine  ( combination of chlorine and ammonia) . And   may be    presence of     Foaming     Agents  and air bubbles
Medium,Lake,Sweety,Fishy,Black,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms.     Chloramine  ( combination of chlorine and ammonia) . And manganese in drinking water and  presence of  organic matter
Medium,Lake,Sweety,Fishy,Brown,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms. iron  content    Chloramine  ( combination of chlorine and ammonia) .
Medium,Lake,Sweety,Fishy,Orange,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms.    Chloramine  ( combination of chlorine and ammonia) ..And natural dissolved organic matter (e.g. tannins)
Medium,Lake,Sweety,Fishy,Cloudy-White,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms.     Chloramine  ( combination of chlorine and ammonia) . And may be    presence of     Foaming     Agents  and air bubbles
Medium,Lake,Sweety,Fishy,Yellow,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms.  natural dissolved organic acids such as tannins and lignins
Medium,Lake,Sweety,Wet Dog Odour,Red-Brown,As per given details the water is in the stage of decomposition of algae  presence of bacteria that come from food  domastic wast .
Medium,Lake,Sweety,Wet Dog Odour,Black-Dark Brownn,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms.   presence of bacteria that come from food  domastic wast . And manganese in drinking water and  presence of  organic matter
Medium,Lake,Sweety,Wet Dog Odour,Yellow-Brown,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms.  presence of bacteria that come from food  domastic wast . And Naturally occurring organic compounds tannins (derived from the decomposition of plant and animal matterHumic substance) and  large amount sediment deposition
Medium,Lake,Sweety,Wet Dog Odour,Blue-Green,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms.  presence of bacteria that come from food  domastic wast . And  contact of  water  with copper
Medium,Lake,Sweety,Wet Dog Odour,White,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms.  may be   presence of bacteria that come from food  domastic wast  Foaming     Agents  and air bubbles
Medium,Lake,Sweety,Wet Dog Odour,Black,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms. manganese in drinking water and presence of bacteria that come from food  domastic wast  and organic matter
Medium,Lake,Sweety,Wet Dog Odour,Brown,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms. iron  content and  presence of bacteria that come from food  domastic wast .
Medium,Lake,Sweety,Wet Dog Odour,Orange,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms.  presence of bacteria that come from food  domastic wast . And natural dissolved organic matter (e.g. tannins)
Medium,Lake,Sweety,Wet Dog Odour,Cloudy-White,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms.  may be   presence of bacteria that come from food  domastic wast    Foaming     Agents  and air bubbles
Medium,Lake,Sweety,Wet Dog Odour,Yellow,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms  presence of bacteria that come from food  domastic wast .   And natural dissolved organic acids such as tannins and lignins
Medium,Lake,Sweety,Wet Dog Odour,Red-Brown,As per given details the water is in the stage of decomposition of algae
Medium,Lake,Sweety,Sewage Odour,Black-Dark Brownn,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms. And manganese in drinking water and  presence of  organic matter
Medium,Lake,Sweety,Sewage Odour,Yellow-Brown,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms. And Naturally occurring organic compounds tannins (derived from the decomposition of plant and animal matterHumic substance) and  large amount sediment deposition
Medium,Lake,Sweety,Sewage Odour,Blue-Green,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms.  And  contact of  water  with copper
Medium,Lake,Sweety,Sewage Odour,White,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms.  may be    presence of     Foaming     Agents  and air bubbles
Medium,Lake,Sweety,Sewage Odour,Black,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms. manganese in drinking water and  presence of  organic matter
Medium,Lake,Sweety,Sewage Odour,Brown,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms. iron  content
Medium,Lake,Sweety,Sewage Odour,Orange,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms. .And natural dissolved organic matter (e.g. tannins)
Medium,Lake,Sweety,Sewage Odour,Cloudy-White,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms.  may be    presence of     Foaming     Agents  and air bubbles
Medium,Lake,Sweety,Sewage Odour,Yellow,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms.  natural dissolved organic acids such as tannins and lignins
Medium,Lake,Sweety,Bleach or chlorine,Red-Brown,presence of exces chlorine in water which  is not harmfull  health.
Medium,Lake,Sweety,Bleach or chlorine,Black-Dark Brownn,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms  presence of exces chlorine in water which  is not harmfull  health. and   manganese in drinking water and  presence of  organic matter
Medium,Lake,Sweety,Bleach or chlorine,Yellow-Brown,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms. And and presence of exces chlorine in water which  is not harmfull  health.
Medium,Lake,Sweety,Bleach or chlorine,Blue-Green,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms.  And  contact of  water  with coppe and presence of exces chlorine in water which  is not harmfull  health.
Medium,Lake,Sweety,Bleach or chlorine,White,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms.  and presence of exces chlorine in water which  is not harmfull  healthFoaming  Agents  and air bubbles
Medium,Lake,Sweety,Bleach or chlorine,Black,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms. manganese in drinking water andand presence of exces chlorine in water which  is not harmfull  health.
Medium,Lake,Sweety,Bleach or chlorine,Brown,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms. iron  content and and presence of exces chlorine in water which  is not harmfull  health.
Medium,Lake,Sweety,Bleach or chlorine,Orange,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms. .And and presence of exces chlorine in water which  is not harmfull  health.
Medium,Lake,Sweety,Bleach or chlorine,Cloudy-White,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms.  and presence of exces chlorine in water which  is not harmfull  health Foaming     Agents  and air bubbles
Medium,Lake,Sweety,Bleach or chlorine,Yellow,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms.  and presence of exces chlorine in water which  is not harmfull  health.
Medium,Lake,Sweety,Musty,Red-Brown,As per given details the water is in the stage of decomposition of algae organic matter.
Medium,Lake,Sweety,Musty,Black-Dark Brownn,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms. And manganese in drinking water and losing its fresh ness due to decomposition organanic matter
Medium,Lake,Sweety,Musty,Yellow-Brown,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms. And losing its fresh ness due to decomposition organanic matter
Medium,Lake,Sweety,Musty,Blue-Green,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms. losing its fresh ness due to decomposition organanic matter. And  contact of  water  with copper
Medium,Lake,Sweety,Musty,White,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms.  losing its fresh ness due to decomposition organanic matter and may be    presence of     Foaming     Agents  and air bubbles
Medium,Lake,Sweety,Musty,Black,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms. manganese in drinking water andlosing its fresh ness due to decomposition organanic matter
Medium,Lake,Sweety,Musty,Brown,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms. iron  contentand losing its fresh ness due to decomposition organanic matter
Medium,Lake,Sweety,Musty,Orange,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms. . And losing its fresh ness due to decomposition organanic matter
Medium,Lake,Sweety,Musty,Cloudy-White,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms.  losing its fresh ness due to decomposition organanic mattermay be    presence of     Foaming     Agents  and air bubbles
Medium,Lake,Sweety,Musty,Yellow,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms. losing its fresh ness due to decomposition organanic matter.
Medium,Lake,Sweety,Earthen,Red-Brown,As per given details the water is in the stage of decomposition of algae
Medium,Lake,Sweety,Earthen,Black-Dark Brownn,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms. And manganese in drinking water and  presence of  organic matter
Medium,Lake,Sweety,Earthen,Yellow-Brown,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms. And Naturally occurring organic compounds tannins (derived from the decomposition of plant and animal matterHumic substance) and  large amount sediment deposition
Medium,Lake,Sweety,Earthen,Blue-Green,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms.  And  contact of  water  with copper
Medium,Lake,Sweety,Earthen,White,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms.  may be    presence of     Foaming     Agents  and air bubbles
Medium,Lake,Sweety,Earthen,Black,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms. manganese in drinking water and  presence of  organic matter
Medium,Lake,Sweety,Earthen,Brown,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms. iron  content
Medium,Lake,Sweety,Earthen,Orange,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms. .And natural dissolved organic matter (e.g. tannins)
Medium,Lake,Sweety,Earthen,Cloudy-White,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms.  may be    presence of     Foaming     Agents  and air bubbles
Medium,Lake,Sweety,Earthen,Yellow,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms.  natural dissolved organic acids such as tannins and lignins
Medium,Lake,Sweety,Grassy,Red-Brown,As per given details the water is in the stage of decomposition of algae
Medium,Lake,Sweety,Grassy,Black-Dark Brownn,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms. And manganese in drinking water and  presence of  organic matter
Medium,Lake,Sweety,Grassy,Yellow-Brown,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms. And Naturally occurring organic compounds tannins (derived from the decomposition of plant and animal matterHumic substance) and  large amount sediment deposition
Medium,Lake,Sweety,Grassy,Blue-Green,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms.  And  contact of  water  with copper
Medium,Lake,Sweety,Grassy,White,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms.  may be    presence of     Foaming     Agents  and air bubbles
Medium,Lake,Sweety,Grassy,Black,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms. manganese in drinking water and  presence of  organic matter
Medium,Lake,Sweety,Grassy,Brown,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms. iron  content
Medium,Lake,Sweety,Grassy,Orange,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms. .And natural dissolved organic matter (e.g. tannins)
Medium,Lake,Sweety,Grassy,Cloudy-White,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms.  may be    presence of     Foaming     Agents  and air bubbles
Medium,Lake,Sweety,Grassy,Yellow,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms.  natural dissolved organic acids such as tannins and lignins
Medium,Lake,Sweety,Musty,Red-Brown,As per given details the water is in the stage of decomposition of algae
Medium,Lake,Sweety,Musty,Black-Dark Brownn,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms. And manganese in drinking water and  presence of  organic matter
Medium,Lake,Sweety,Musty,Yellow-Brown,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms. And Naturally occurring organic compounds tannins (derived from the decomposition of plant and animal matterHumic substance) and  large amount sediment deposition
Medium,Lake,Sweety,Musty,Blue-Green,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms.  And  contact of  water  with copper
Medium,Lake,Sweety,Musty,White,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms.  may be    presence of     Foaming     Agents  and air bubbles
Medium,Lake,Sweety,Musty,Black,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms. manganese in drinking water and  presence of  organic matter
Medium,Lake,Sweety,Musty,Brown,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms. iron  content
Medium,Lake,Sweety,Musty,Orange,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms. .And natural dissolved organic matter (e.g. tannins)
Medium,Lake,Sweety,Musty,Cloudy-White,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms.  may be    presence of     Foaming     Agents  and air bubbles
Medium,Lake,Sweety,Musty,Yellow,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms.  natural dissolved organic acids such as tannins and lignins
Medium,Lake,Sweety,Terpentain,Red-Brown,As per given details the water is in the stage of decomposition of algae  and presence of  Gasoline fuel petrol hydro carbons solvent odors .
Medium,Lake,Sweety,Terpentain,Black-Dark Brownn,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae bloomspresence of a Petroleum gasolinefuel and  hydro corbons  products. And manganese in drinking water and  presence of  organic matter
Medium,Lake,Sweety,Terpentain,Yellow-Brown,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms. And Naturally occurring organic compounds tannins (derived from the decomposition of plant and animal matterHumic substance) and  large amount sediment deposition Petroleum gasolinefuel and  hydro corbons  products
Medium,Lake,Sweety,Terpentain,Blue-Green,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae bloomsPetroleum gasolinefuel and  hydro corbons  products  And  contact of  water  with copper
Medium,Lake,Sweety,Terpentain,White,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae bloomspresence of Petroleum gasolinefuel and  hydro corbons  products   Foaming     Agents  and air bubbles
Medium,Lake,Sweety,Terpentain,Black,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms. manganese in drinking water and  presence of  organic matter Petroleum gasolinefuel and  hydro corbons  products
Medium,Lake,Sweety,Terpentain,Brown,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms. iron  content Petroleum gasolinefuel and  hydro corbons  products
Medium,Lake,Sweety,Terpentain,Orange,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms. .And natural dissolved organic matter (e.g. tannins)
Medium,Lake,Sweety,Terpentain,Cloudy-White,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae bloomspresence of Petroleum gasolinefuel and  hydro corbons  products   Foaming     Agents  and air bubbles
Medium,Lake,Sweety,Terpentain,Yellow,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms.   And presence of a natural dissolved organic acids such as tannins and lignins Petroleum gasolinefuel and  hydro corbons  products
Medium,Lake,Sweety,Petroleum-Gasoline-Fuel-Sovent Odour,Red-Brown,As per given details the water is in the stage of decomposition of algae  and presence of  Gasoline fuel petrol hydro carbons solvent odors .
Medium,Lake,Sweety,Petroleum-Gasoline-Fuel-Sovent Odour,Black-Dark Brownn,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms  .presence of  Gasoline fuel petrol hydro carbons solvent odors .And manganese in drinking water and  presence of  organic matter
Medium,Lake,Sweety,Petroleum-Gasoline-Fuel-Sovent Odour,Yellow-Brown,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms. And Naturally occurring organic compounds tannins (derived from the decomposition of plant and animal matterHumic substance)  large amount sediment deposition   and presence of  Gasoline fuel petrol hydro carbons solvent odors .
Medium,Lake,Sweety,Petroleum-Gasoline-Fuel-Sovent Odour,Blue-Green,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae bloomspresence of  Gasoline fuel petrol hydro carbons solvent odors .   And  contact of  water  with copper
Medium,Lake,Sweety,Petroleum-Gasoline-Fuel-Sovent Odour,White,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae bloomsand presence of  Gasoline fuel petrol hydro carbons solvent odors .    Foaming     Agents  and air bubbles
Medium,Lake,Sweety,Petroleum-Gasoline-Fuel-Sovent Odour,Black,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms presence of  Gasoline fuel petrol hydro carbons solvent odors . and  manganese in drinking water and  presence of  organic matter
Medium,Lake,Sweety,Petroleum-Gasoline-Fuel-Sovent Odour,Brown,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms. iron  content and  presence of  Gasoline fuel petrol hydro carbons solvent odors .
Medium,Lake,Sweety,Petroleum-Gasoline-Fuel-Sovent Odour,Orange,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms presence of  Gasoline fuel petrol hydro carbons solvent odors .And natural dissolved organic matter (e.g. tannins)
Medium,Lake,Sweety,Petroleum-Gasoline-Fuel-Sovent Odour,Cloudy-White,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms         presence of  Gasoline fuel petrol hydro carbons solvent odors      Foaming     Agents  and air bubbles
Medium,Lake,Sweety,Petroleum-Gasoline-Fuel-Sovent Odour,Yellow,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms. natural dissolved organic acids such as tannins and ligninspresence of  Gasoline fuel petrol hydro carbons solvent odors .and
Medium,Lake,Sweety,Rotten Egg,Red-Brown,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates  sulfur bacteria or hydrogen sulfide  . and it is in the stage of decomposition of algae
Medium,Lake,Sweety,Rotten Egg,Black-Dark Brownn,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates sulfur bacteria or hydrogen sulfide  . And  presence of  organic matter
Medium,Lake,Sweety,Rotten Egg,Yellow-Brown,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates sulfur bacteria or hydrogen sulfide  . And Naturally occurring organic compounds tannins (derived from the decomposition of plant and animal matterHumic substance) and  large amount sediment deposition
Medium,Lake,Sweety,Rotten Egg,Blue-Green,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates   sulfur bacteria or hydrogen sulfide  .
Medium,Lake,Sweety,Rotten Egg,White,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates   sulfur bacteria or hydrogen sulfide  . And .may be    presence of     Foaming     Agents  and air bubbles
Medium,Lake,Sweety,Rotten Egg,Black,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates  and presence of sulfur bacteria or hydrogen sulfide  .
Medium,Lake,Sweety,Rotten Egg,Brown,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates and presence of  sulfur bacteria or hydrogen sulfide  .
Medium,Lake,Sweety,Rotten Egg,Orange,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates  sulfur bacteria or hydrogen sulfide  . And natural dissolved organic matter (e.g. tannins)
Medium,Lake,Sweety,Rotten Egg,Cloudy-White,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates   sulfur bacteria or hydrogen sulfide  . And may be    presence of     Foaming     Agents  and air bubbles
Medium,Lake,Sweety,Rotten Egg,Yellow,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates  sulfur bacteria or hydrogen sulfide  . And natural dissolved organic acids such as tannins and lignins
Medium,Lake,Sweety,Sulphur,Red-Brown,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates  sulfur bacteria or hydrogen sulfide  . and it is in the stage of decomposition of algae
Medium,Lake,Sweety,Sulphur,Black-Dark Brownn,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates sulfur bacteria or hydrogen sulfide  . And  presence of  organic matter
Medium,Lake,Sweety,Sulphur,Yellow-Brown,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates sulfur bacteria or hydrogen sulfide  . And Naturally occurring organic compounds tannins (derived from the decomposition of plant and animal matterHumic substance) and  large amount sediment deposition
Medium,Lake,Sweety,Sulphur,Blue-Green,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates   sulfur bacteria or hydrogen sulfide  .
Medium,Lake,Sweety,Sulphur,White,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates   sulfur bacteria or hydrogen sulfide  . And .may be    presence of     Foaming     Agents  and air bubbles
Medium,Lake,Sweety,Sulphur,Black,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates  and presence of sulfur bacteria or hydrogen sulfide  .
Medium,Lake,Sweety,Sulphur,Brown,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates and presence of  sulfur bacteria or hydrogen sulfide  .
Medium,Lake,Sweety,Sulphur,Orange,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates  sulfur bacteria or hydrogen sulfide  . And natural dissolved organic matter (e.g. tannins)
Medium,Lake,Sweety,Sulphur,Cloudy-White,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates   sulfur bacteria or hydrogen sulfide  . And may be    presence of     Foaming     Agents  and air bubbles
Medium,Lake,Sweety,Sulphur,Yellow,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates  sulfur bacteria or hydrogen sulfide  . And natural dissolved organic acids such as tannins and lignins
Medium,Lake,Sweety,Fishy,Red-Brown,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates    Chloramine  ( combination of chlorine and ammonia) .  And it is in the stage of decomposition of algae
Medium,Lake,Sweety,Fishy,Black-Dark Brownn,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates      Chloramine  ( combination of chlorine and ammonia) .presence of  organic matter
Medium,Lake,Sweety,Fishy,Yellow-Brown,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates    Chloramine  ( combination of chlorine and ammonia) .  And Naturally occurring organic compounds tannins (derived from the decomposition of plant and animal matterHumic substance) and  large amount sediment deposition
Medium,Lake,Sweety,Fishy,Blue-Green,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates   And Chloramine  ( combination of chlorine and ammonia) .
Medium,Lake,Sweety,Fishy,White,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates    Chloramine  ( combination of chlorine and ammonia) .  And may be    presence of     Foaming     Agents  and air bubbles
Medium,Lake,Sweety,Fishy,Black,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates And   Chloramine  ( combination of chlorine and ammonia) .
Medium,Lake,Sweety,Fishy,Brown,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates  And  Chloramine  ( combination of chlorine and ammonia) .
